ID,Lexicons
186,Zipo faida kadhaa kwa maaskofu kuwaruhusu watanzania wenye sifa kwenda kupiga kura siku hiyo ya jumapili na kutokuwa na shughuli nyingine za ibada siku hiyo;
187,"Bali kwa kweli hiyo ni duru miongoni mwa mlolongo wa uwekwaji wa Hadithi dhidi ya Shia, kama alivyosema Twaha Husein: ‘’Ibnu Saba’a ni mtu aliyehodhiwa na mahasimu wa Shia dhidi ya Shia wala hana uwepo wa nje."
188,"Mkuu wa Jeshi la Kujenga Taifa, Meja Jenerali Martin Busungu amehitimisha sherehe za Kufunga Mafunzo ya JKT kwa vijana wa Operesheni Mirerani Mujibu wa Sheria awamu ya kwanza 2018 Kambi ya Makuyuni JKT Mkoani Arusha."
189,Unajua unaweza kuwa na mahusiano na mtu unayempenda sana ila yeye hakupendi kama vile umpendavyo lakini anashindwa kukwambia ku.
190,"Ambapo Lengo la serikali likawa kuitumia Saba Saba kama siku ya maonyesho ya biashara ya kimataifa, ambapo wafanyabiashara wengi walijitokeza ama hujitokeza kuonyesha bidhaa zao wanazozalisha na siyo kuwafundisha Watanzania mbinu za kuzalisha biadhaa hizo."
191,"Na hivi ndivyo kila mmoja alivyosherehekea huko Villaguay, kwenye jimbo la Entre Ríos:"
192,"Akizungumza kwenye mkutano wa kampeni jana mjini Goettingen, Shulz alisema, kinyume na Merkel, atapinga masharti ya rais Trump kuzitaka nchi wanachama wa jumuiya ya kujihami ya NATO kuongeza matumizi yao katika masuala ya ulinzi."
193,"“Vifurushi hivyo vinaanzia kwa mwanachama aliye peke yake, aliye na mwenza, aliye na mwenza na mtoto mmoja, wawili mpaka wanne."
194,Lakini baada ya uchunguzi wa kina ilikuja gundulika kuwa e-mail ile iliandaliwa kwenye computer yake na akaenda kuituma kwenye mtandao tofauti.
195,"Siku ya makumbusho duniani ambayo ilianzishwa mwaka 1977 huadhimishwa Mei 18 kila mwaka ambapo siku hiyo itaadhimishwa na Makumbusho zipatazo 32,000 zilizopo nchi 129 duniani kote."
196,Mhe Annastazia Wambura ameongeza kuwa Serikali ya Tanzania inashirikia na Serikali ya Finland katika kuendeleza michezo shuleni na zaidi ya shule 462 nchini zitafaidika na miradi ya michezo ya vijana inayofadhiliwa na Serikali ya Finland.
197,Video: Waziri Mkuu azindua kampeni ya siku 16 kupinga ukatili wa kijinsia
198,Siku zote suala hili limekuwa nyeti sana kisiasa.
199,"“Na wala sikuambieni kwamba mimi nina hazina za Allaah, na wala sijui ya ghayb; na wala sikuambieni kwamba mimi ni Malaika, na wala siwaambii wale ambao yamewadharau macho yenu kwamba Allaah hatowapa khayr."
200,Jua lilikuwa limechomoza juu ya nchi Lutu alipoingia Soari.
201,"Watengenezaji wa filamu wa ndani na wa nje wanatumia fursa mbalimbali zilizopo, maeneo ya kipekee - na gharama nafuu za uzalishaji na kiwango kizuri cha pesa ya Afrika Kusini dhidi ya dola ya Kimarekani, ambacho hufanya kuwepo unafuu wa hadi asilimia 40 katika kutengeneza filamu Afrika Kusini kuliko Ulaya au Marekani na unafuu wa hadi asilimia 20 zaidi kuliko Australia."
202,Aibu sana kwa fani na taifa letu.
203,Pia Ngole alibainisha kuwa Serikali imeongeza idadi ya wanaufaika wa mikopo kwa kuzingatia vipaumbele vinavyotokana na mahitaji ya Taifa.
204,Inabidi kupambana na kundi kama hilo bila kukata tamaa mpaka ushindi upatikane;
205,Mwanahabari Moses Dola alipatikana na hatia ya mauaji.
206,"Hivyo basi wakati Caroline Mutoko – malkia wa utangazaji alipochapisha habari kuhusu upigaji kura wake katika Uchaguzi Mkuu uliokamilika hivi majuzi, tuligundua kitu kingine."
207,"Akizungumza wakati wa hafla fupi ya kukabidhi maeneo ya ujenzi wa vyuo vya mkoa wa Geita na Wilaya ya Chato, Mwenyekiti wa Bodi ya Elimu na Mafunzo ya Ufundi Stadi Peter Maduki alisema ujenzi wa vyuo hivyo kwa mikoa hiyo una lengo la kutekeleza mkakati wa Mamlaka wa kuongeza udahili hadi kufikia idadi ya wanafunzi 700,000 ifikapo mwaka 2020."
208,"Aliongeza kuwa, mvua za safari hii hazitakuwa kubwa kama zilizowahi kunyesha miaka ya nyuma."
209,Jinsi ya kupunguza ukubwa wa MKV
210,"HAKUNA ubishi kwa hali ilivyo katika nchi yetu hasa hali mbaya ya Chama Cha Mapinduzi, kuna uwezekano ukawa mwanzo wa mwisho wa zama na enzi zake."
211,Hali yakuwa (maisha ) ya akhera ni bora na yenye kudumu” .
212,Wajumbe hao watatu walikuwa wanawakilisha Kamati ya Uongozi ya Wabunge wa CCM.
213,Siku ambayo huazimishwa kila mwaka kuwakumbuka mashujaa wetu ambao wametoa mchango mkubwa wa kuikomboa Nchi.
214,Kunao uponya katika damu ya Yesu Kristo?
215,9 na kuongeza kuwa viongozi wanaomsaidia ndiyo wanajukumu la kusafiri nje ya nchi na kuhudhuria vikao mbalimbali.
216,"WAZIRI MKUU Kassim Majaliwa amesema Serikali ya Awamu ya Tano imetekeleza kaulimbiu yake ya kujenga uchumi unaotegemea viwanda na kwamba hadi kufikia Februari 2018, viwanda vipya 3,306 vimekwishaanzishwa nchini."
217,"Mheshimiwa Mwenyekiti, la pili tunataka dhamira ya Serikali katika hili ionekane katika matendo ya kweli, kama dhamira haionekani katika matendo dhamira hiyo imekufa."
218,Alisema hata malipo ya fidia yanatakiwa kuendana na hali halisi ya maisha na siyo kumhamisha mtu bila kumwandalia makazi ya kudumu.
219,Benki ya Dunia kuboresha maisha ya wakimbizi na jamii zinazowahifadhi Afrika _ Habari za UN
220,"MMOJA wa Viongozi wa Wizara ya Kazi, Uwezeshaji, Wazee, Vijana, Wanawake na Watoto Zanzibar, wakwanza kutokea kushoto akikagua mfumo wa utunzaji wa Fedha katika Pemba Saccos Iliyopo Tibirinzi Chake Chake Pemba."
221,Yeye ndiye aliye kufanyeni makhalifa katika ardhi.
222,"Ni kweli Serikali imeleta pesa katika miradi hii, lakini pesa peke yake isingetosha kujenga vituo hivi mpaka hatua hii mliyofikia”"
223,"Katika barua pepe aliyotuma kwa Mwananchi kutoka Jimbo la Carolina kwa niaba ya wenzake, John Mashaka alisema, kutokana na kashifa hizo, wamekuwa wakijiuliza kama wahusika ni wazawa au majambazi kutoka nchi za nje."
224,"Taarifa hiyo kwamba Osama alikufa siku nyingi zilizopita, inaoana na ile iliyotoka mwishoni mwa mwaka 2001 na kuripotiwa na magazeti ya Pakistani Obsever la Pakistani na Fox News la Marekani."
225,"Watakula raha kwa muda wa miezi sita tu, watakua wamekwisha."
226,k tusinunue mafuta kutoka malaysia/indonesia tunayo ardhi ya kutosha kutulisha!
227,Jeshi la Polisi limeweka doria shuleni hapo na kuimarisha ulinzi.
228,Suluhisho La Malezi Ya Watoto - 14 Feb 2018
229,Mara ya mwisho kwa Real kutopata ushindi baada ya mechi mbili za La Liga ilikuwa ni msimu wa 2001-02.
230,5 ya hisa za kampuni ya bia Tanzania (TBL) Bw.
231,COM INAUNGANA NA WADAU WENGINE WA HABARI NCHINI KUMTAKIA HAPPY BIRTHDAY NJEMA MWANA LIBENEKE MWENZETU JOHN BUKUKU MMILIKI WA FULLSHANGWE BLOG KWA KUTIMIZA MIAKA KADHAA YA MAISHA YAKE.
232,Tunaomba sana Serikali hii iwe ndiyo dira ya uandaaji wa bajeti zetu na kuwepo na mwendelezo.
233,5 ya mahitaji ya nyumba 1845 kwa ajili ya kuwawezesha walimu kuishi kwenye mazingira ya shule zao.
234,Kampuni za Jedwali ‘B’ zinapata leseni za biashara zao kutoka Wizara ya Biashara na Viwanda.
235,""" Kama mwalimu wa zamani, huenda akaangazia zaidi kuwasaidia vijana akiwa mke wa rais."
236,"Kwa kuwa lengo la kufundisha ni kutoa elimu, ipo haja ya shule hizo kuyapa uzito masomo yote."
237,"Jumuiya za kikanisa zilizojitenga nasi, ingawa zinakosa ule umoja kamili nasi unaotokana na ubatizo, na ingawa twaamini kwamba hazikulinda maana kamili na halisi ya fumbo la Ekaristi, hasa kwa kuikosa sakramenti ya Daraja takatifu, hata hivyo, wanapokumbuka katika Karamu Takatifu kufa na kufufuka kwake Bwana, wanakiri kwamba katika ushirika wa Kristo uzima unamaanishwa na wanangoja ujio wake mtukufu."
238,"Akiongea wakati wa kuweka jiwe la msingi la kiwanda hicho, kiongozi wa kitaifa wa mbio za mwenge wa uhuru Amour Hamad Amour amesema amefurahisha na uamuzi wa kampuni ya Philip Morris Tanzania kuamua kujenge kiwanda hapa nchini kwani mbali na kuongeza ununuzi wa zao la tumbaku na kuongeza kipato kwa wakulima wetu, lakini pia kitatoa ajira kwa watanzania na pia kuongeza na kukuza uchumi wa taifa."
239,Mzee wa Mshitu: SERIKALI YAZINDUA UJENZI WA KITUO KIKUBWA CHA TIBA YA MOYO NCHINI
240,DK SLAA KURUDI CCM RASMI KESHO KWA KISHINDO JANGWANI BAADA YA KUSHINDWA KUELEWANA NA MWENYEKITI WAKE FREEMAN MBOWE KWA MUDA SASA.
241,"Wakati fulani, Balozi Lukindo alifika kunitembelea katika Ofisi za Raia Mwema, zilizopo Millenium Business Park, Shekilango, Dar es Salaam."
242,"Lakini sasa wanataka nchi iliyo bora zaidi, yaani nchi ya mbinguni."
243,"Nimeipenda hiyo, atakuwa anaazima external CD/DVD drive kutoka kwa mtoto wake, au atatumia flash."
244,"Hivyo, ukilinganisha na raia wa kigeni, hakuna Watanzania wa kutosha wanaohudhuria maonyesho ya utamaduni pamoja na matukio mengine ya kiutamaduni katika vilinge vya tamaduni jijini."
245,"Dhamira yetu ni lazima iwe kama kiu jangwani, kwa umoja na wajibu tunaweza kuwa nguvu isiyozuilika."
246,Mtalemwa amesema shughuli za ujasiriamali humwezesha mwanachi kupata ajira na kipato kwa urahisi hivyo kuondokana na hali ya kuwa omba omba.
247,Wakurugenzi wa halimashauri wameaswa kutumia fursa uwepo wa Chuo cha Maendeleo ya Michezo Malya kilichopo mkoani Mwanza kwa kuwaruhusu walimu wa michezo wengi zaidi kuongeza ujuzi wao ili kuinua sekta ya michezo nchini.
248,"Waziri wa Maliasili na Utalii, Dkt."
249,"Kwa kutambua ubora wa huduma zako unawategemea wafanyakazi, basi hakuna namna nyingine ya kufanikisha hilo zaidi ya kuweka mazingira rafiki kwao kufurahia kazi wanazozifanya kila wanapoingia na kutoa kazini."
250,"Ofisi za jarida moja la vibonzo nchini Ufaransa, Charlie Hebdo, zimeteketezwa na watu wasiojulikana katika siku ambayo jarida hilo limechapisha kibonzo cha Mtume Muhammad katika ukurasa wake wa mbele."
251,"Pia ili kuwasaidia wale ambao hawana uwezo wa kusikiliza live,tutakuwa tunaziweka kwenye Hotfile baada ya kamuda."
252,Matendo haya ya kikatili hayakubaliki kabisa.
253,"Taarifa zilizotolewa na mkuu wa ofisi ya bodi ya kupambana na dawa za kulevya nchini Thailand zimesema mashine hiyo ya uchunguzi iligundua pakiti ndogondogo zaidi ya 60 kwenye tumbo lake, zilizojazwa kiasi ya kilo 1."
254,January Makamba akiwasalimu wajasiriamali wa Maisha Plus wakati wa ziara ya Katibu mkuu wa CCM Ndugu Abdulrahman Kinana .
255,Kuna siku watakataa amri na yatatokea yale ya misri na yale yanayoendelea syria.
256,10 Kwa maana umemsahau Mungu+ wa wokovu wako;Hukumkumbuka Mwamba+ wa ngome yako.
257,AZAM TV WAINGIA MKATABA WA KUONYESHA MSIMU MPYA WA NDONDO CUP
258,Wengine wanafikia hatua hata ya kulala mzungu wa nne au kutengana vyumba kabisa!
259,BABA NA MAMA WA RIVA BWANA ARUSI
260,"Mara nyingi twasikia watu wakisema, “Huyu mvulana anampendaje msichana huyu?"
261,"Mheshimiwa Mwenyekiti, lakini kimsingi kuna sehemu unazidi kwenda hapa chini wanaongeza, wanasema; “the private proponent does not require government guarantee or any form of financial support from the government."
262,"20:6 Wameneemeka sana, tena heri yao wote wanaoshiriki ufufuo huu wa kwanza."
263,kujipatia riziki kwa nguvu zao wenyewe.
264,SWAHILI HIP-HOP EXHIBITION ni Bonge moja la DARASA;siku mbili za za Exhibition hii pale ALLIANCE FRANCIE imenifundisha mengi sana kiukweli kuhusu HIP-HOP ya Bongo na mienendo yake kiujumla.
265,"Njia anayomtendea mtu huyu mwenye ukoma inatuhakikishia kwamba Yesu anapokuwa Mfalme juu ya dunia yote, unabii huu wa Biblia utatimizwa: “Atamhurumia mtu wa hali ya chini na maskini, naye ataokoa uhai wa maskini."
266,"ke imeyaorodhesha, ilikuwa ni makosa kwa Lenyangapuo na timu yake kula wakati watoto wakiangalia."
267,Dakika 10 baadae wakalazimika kuwahamisha wahudumu na wagonjwa wapatao 10.
268,"”, yaani kujaribu kukuza upendo wa tabia ya Mungu, ambayo maana yake ni kwamba tunataka kuwa katika Ufalme wa Mungu kwa sababu haki itatukuzwa humo, kwa sababu tunataka kwa uadilifu tuwe kamili kabisa kuliko tu kwa sababu sisi wenyewe’ tunataka kuepuka mauti na kuishi maisha ya raha milele."
269,"Takriban watu 140,000 walifariki mjini Hiroshima na wengine 74,000 siku mbili baadaye katika bomu la pili katika mji wa Nagasaki."
270,"Kamanda wa polisi Mkoa wa Morogoro, Ulrich Matei amethibitisha kuuawa kwa diwani huyo wa Kata ya Namwawala, Jimbo la Mlimba."
271,"Kutoa tafsiri za sheria,kanuni na miongozo mbalimbali kwa Halmashauri na idara zake."
272,katika uchaguzi wa Rais na Wabunge katika Jamhuri
273,"Mohammed Moustafa, alihimiza juu ya haja ya kuzingatia yale yaliyoanishwa kwenye mpango huo wa maendeleo."
274,asSalaamu alaykum wa rahmatullaahi wa barkaatoho.
275,Hivyo ni muhimu awamu ya tano iweke msingi mzuri wa kuwezesha hili.
276,"Nje ya uzio wa nyumba ya Balozi Simba Yahya, Naibu Katibu Mkuu wa Wizara ya Mambo ya Nje na Ushirikiano wa Kimataifa baada ya kufanyiwa usafi kwenye maeneo ya Mbweni jijini Dar es salaam katika kuadhimisha siku ya Uhuru wa Tanzania Bara tarehe 9 Desemba 2015."
277,"kutoka kwa ""Kuhusu Biblia (4)"" katika Neno Laonekana katika Mwili"
278,Hivyo ataandikiwa thawabu elfu moja na atafutiwa madhambi elfu moja.
279,"NAFASI 7,000 ZA MASOKO KUGAWIWA WAFANYABIASHARA WA."
280,"Msaada wa Ashinaga unahusisha mafunzo, malazi, gharama za kusafiri, na ada nyingine zinazohitajika."
281,MAISHA NA MAFANIKIO: BLOGG YA MAISHA NA MAFANIKIO KATIKA SIKU HII YA WANAWAKE DUNIANI IMECHAGUA WIMBO HUU WA DADA FLORA MBASHA MAANA UMEBEBA UJUMBE MWANANA!
282,"maeneo mengi katika Ulimwenguni mwa Kaskazini wameona kupanda kwa thermometer wiki iliyopita, na kusababisha joto kali."
283,Linamalizia kwa kusema kuwa hivi sasa ni juu ya Israel kuamua kuelewa maana ya amani au kuendelea na vitendo vyake vya kijeuri.
284,"Nchi ya Marekani imemtaka Kiongozi Mkuu wa Upinzani nchini Kenya Raila Odinga kuacha mpango wake wa kuapishwa kama rais wa nchi hiyo wiki ijayo Desemba 12, 2017."
285,"Habarini za asubuhi wadau,hongereni kwa kupokea ndege mpya #tunatekeleza."
286,Ngwe ya mechi za awali itaanza na nchi ambazo zitashindwa kufuzu kucheza michuano ya Gabon na Equatorial Guinea mwezi Januari 2012.
287,"Ameainisha kuwa nchini Tanzania kwa sasa wana matawi ya ushirika huo wa wafanyabiashara Wakristo yapo(7) ambayo ni kama ifuatavyo,"
288,nipo nimeshafika ofisi za hii kampuni nasign mkataba na safari itaanza MARA MOJA!
289,Serikali inatoa wito kwa wakulima hususani wa maeneo ambayo zao hili linalimwa na kukua vizuri waweze kuongeza maeneo ya uzalishaji na tija ili nchi iweze kupunguza utegemezi wa zao hili kutoka nchi za nje” alisema
290,Mahakama inaposikilizia kesi zote za Takukuru inakaa kama mahakama ya uhujumu uchumi na kwa lugha ya sasa ni ufisadi.
291,"Kushoto ni Mwenyekiti wa CCM wa mkoa wa Mbeya na Songwe, Erasto Zambi."
292,"Florence Tinguely Mattli, Ofisini kwake Mkuu jijini Dar es salaam Februari 23, 2016."
293,"Mbunge huyo alimuuliza Waziri Nchimbi mwishoni mwa wiki iliyopita wakati wabunge wakipitisha bajeti ya Wizara ya Mambo ya Ndani, akitaka kujua kama serikali inatambua uwepo wa raia wa kigeni ambao wanafanya kazi zinazoweza kufanywa na Watanzania."
294,"Daktari bingwa wa upasuaji moyo watoto wa Taasisi ya Moyo ya Jakaya Kikwete, Dkt."
295,"Kauli hiyo imetolewa leo hii mjini Benghazi na Waziri wa Mambo ya Nchi za Nje wa Ujerumani, Guido Westerwelle."
296,"Shughuli nyingine zinazotekelezwa na Mfuko huo ni kulipa mafao kwa wanaostahili kwa mujibu wa sheria, kutunza kumbukumbu za wanachama na wastaafu, kuangalia upya ubora wa mafao na kufanya tathmini ya Mfuko na kuweka mikakati endelevu, aliongeza Bi."
297,"Kama nilivyokusoma kuwa u mwaminifu, zidi kuwa mwaminifu sana."
298,"Aina tatu za mawani hizi za kisasa ziliweza kuangaziwa macho na wataalam wa maswala ya usalama mitandao ili kujua ni athari kiasi gani zinaweza kuleta kwa jamii na badae katika kampeni ya kukuza uelewa wa maswala ya usalama mitandao kwa msaada wa tasnia ya uigizaji, Hollywood kupitia Tamthilia ya ""NIKITA"" kwenye kipengele chake cha mwisho sehemu ya kwanza naya tatu walitolea ufafanuzi aina mbili za miwani na uwezo wake."
299,"Ni gari litakalosaidia kupambana na tatizo na uharibifu wa mazingira unaosababishwa na moshi wa magari yatumiayo mafuta, kwa mujibu wa muasisi wa STES-Rwanda, Nzitonda Kiyengo."
300,Ongeza michango chini ya mstari wa mwisho!
301,Wiki mbili zilizopita Mpita Njia (MN) akiwa kwenye […]
302,"Pamoja na mchezo theluji kuondolewa, pia alicheza katika mchezo:"
303,Habari za watumwa tunaweza kusoma hata katika Biblia.
304,"‘Ninawasihi hawa wanawake waache malumbano katika mitandao ya kijamii, kwa sababu kila mmoja amezaa hivyo wote wana nafasi na haki sawa kwa vile hakuna aliyeolewa hadi sasa’’ ameeleza bab Diamond."
305,Huwezi kutekeleza jambo zuri kwa njia mbaya bado likaendelea kuwa baya wala kufanya jambo baya kwa nia nzuri likawa jema.
306,"Aidha, Rais Kikwete jana alizungumza kwa simu na uongozi wa juu wa Tanzania kwa mara ya kwanza tokea afanyiwe upasuaji."
307,hi justin i am a big shabiki do wewe go on sage anymore i will like to met wewe ilitumwa zaidi ya mwaka mmoja uliopita
308,"Halafu akamgeukia yule mwanamke na kumwambia Simoni, ""Unamwona huyu mwanamke, sivyo?"
309,Roho Wa Bwana Yu Juu Yangu - Florian P.
310,Mshitakiwa hakutakiwa kujibu lolote kwani Mahakama hiyo haina mamlaka ya kusikiliza kesi za mauaji ila Mahakama ya juu yake.
311,"Akizungumza kwa niaba ya Mkuu wa Mkoa wa Mwanza kwenye uzinduzi huo wa bidhaa za King Sung, Zubeda Kimaro ambaye ni Afisa Tawala wilayani Nyamagana, amewahimiza wawekezaji kujitokeza kwa wingi kuwekeza mkoani Mwanza kwani kuna fursa nyingi za kiuwekezaji hatua ambayo pia itazalisha ajira zaidi kwa vijana."
312,Mjadala wa kwanza ulifanyika kabla ya uchaguzi mkuu wa 2013.
313,"Naye, Rais wa Shirikisho la Mpira wa Miguu wa Tanzania (TFF) Bw."
314,"Nkata Bay ni moja ya bandari iliyopo kaskazini kabisa mwa Malawi, ukiangalia pichani unaona Mv Ilala ikiwa bandarini."
315,Mazingira / Hali ya hewa ya Muleba haina tatizo na kilimo cha matikiti maji.
316,Ukweli ni kwamba wanawake wengi wamekuwa wahanga wa misaada .
317,"Mheshimiwa Naibu Spika, nchi ya India kwa mfano na Hospitali zake za Apollo, idadi kubwa ya madaktari wake, actually asilimia 94 ya madaktari ambao tunawaona kwenye Hospitali za Apollo India, hawajasoma India."
318,Hivyo huyu jamaa akipa hiyo kwa Serikali ni bora kuliko ile nyingine kwa Private Sector.
319,"Kwa sababu watu hawa hawajaandaliwa, hawajahamasishwa, hawajapewa elimu achilia mbali kuwezeshwa kwa kupatiwa vitendea kazi kama pembejeo na mikopo midogo modogo pamoja na masoko ya mazao yake."
320,ya juu na taasisi za hiari zinazojishughulisha
321,"Raphael Kalinga Septemba 18, 2018 alizundua Kampeni ya Uhamasishaji Wananchi kujiunga na Mfuko wa Afya ya Jamii (CHF) ulioboreshwa."
322,"Mheshimiwa Mwenyekiti, niseme suala la vifo vya watoto wenye umri wa chini ya siku 30, Mheshimiwa Kemilembe, Mheshimiwa Mama Salma Kikwete wameliongea sana."
323,"Kwa mujibu wa takwimu rasmi, asilimia 17 ya raia wa Tunisia hawana ajira."
324,Hili ni tukio la kwanza kutokea katika kijiji hicho na limeacha majonzi makubwa kwa wakazi wake.
325,"Wakati kila mtu akijiandaa kuchukua fomu ili kugombea nafasi kwenye Bunge, Kadogoo naye hayuko nyuma!"
326,"’nikasema na hapo hapo nikachuku karatasi yangu kama vile nasoma, lakini sikuwa na haja nayo kati hawo mabinti walishakuwa kichwani mwangu, lakini ."
327,"Dawa ya famasia (kwa Kiingereza pharmaceutical, medicament au drug) ni dawa inayotumika kwa upimaji, tiba na kinga ya maradhi."
328,"“Sasa hivi Bongo wanisamehe tu kwani sina mpango wa kurudi hivi karibuni, nimeamua kubadilisha hali ya hewa kabisa na niwaa-mbie tu, si kwamba kuna mwa-naume kanileta huku, nimekuja kivyang-uvyangu,” alisema."
329,"Najua wewe pia ni miongoni mwa waumini ambao wameambiwa na maasjofu wapige kura ya ‘hapana’ kwa katiba pendekezwa, vipi umeshamuuliza askofu wako kwa nini anakuamuru kufanya hivyo?"
330,"Watoto wakawa wanauliza kuna nini, lakini hawakupata jibu la haraka hadi walipotoka nje na kukutana na milipuko mingi iliyokuwa ikitanda hewani na mwanga mkali wa moto."
331,- Mtangazaji huyo wa TV huendesha kipindi cha “Let’s Talk Ladies” pamoja na Makena katika Ebru TV
332,"Mheshimiwa Mwenyekiti, kuhusu afya, ni wataalam katika vituo vya afya."
